movieId,title,clean_titles,year,genres,movies_text
68954,Up (2009),up,2009,Adventure|Animation|Children|Drama,up adventure animation children drama
69069,Fired Up (2009),fired up,2009,Comedy,fired up comedy
69122,"Hangover, The (2009)","hangover, the",2009,Comedy|Crime,"hangover, the comedy crime"
69134,Antichrist (2009),antichrist,2009,Drama|Fantasy,antichrist drama fantasy
69278,Land of the Lost (2009),land of the lost,2009,Action|Adventure|Comedy|Sci-Fi,land of the lost action adventure comedy sci-fi
69306,"Taking of Pelham 1 2 3, The (2009)","taking of pelham 1 2 3, the",2009,Crime|Drama|Thriller,"taking of pelham 1 2 3, the crime drama thriller"
69406,"Proposal, The (2009)","proposal, the",2009,Comedy|Romance,"proposal, the comedy romance"
69436,Year One (2009),year one,2009,Adventure|Comedy,year one adventure comedy
69481,"Hurt Locker, The (2008)","hurt locker, the",2008,Action|Drama|Thriller|War,"hurt locker, the action drama thriller war"
69526,Transformers: Revenge of the Fallen (2009),transformers: revenge of the fallen,2009,Action|Adventure|Sci-Fi|IMAX,transformers: revenge of the fallen action adventure sci-fi imax
69640,Public Enemies (2009),public enemies,2009,Crime|Drama|Thriller,public enemies crime drama thriller
69644,Ice Age: Dawn of the Dinosaurs (2009),ice age: dawn of the dinosaurs,2009,Action|Adventure|Animation|Children|Comedy|Romance,ice age: dawn of the dinosaurs action adventure animation children comedy romance
69757,(500) Days of Summer (2009),(500) days of summer,2009,Comedy|Drama|Romance,(500) days of summer comedy drama romance
69784,Brüno (Bruno) (2009),brüno (bruno),2009,Comedy,brüno (bruno) comedy
69844,Harry Potter and the Half-Blood Prince (2009),harry potter and the half-blood prince,2009,Adventure|Fantasy|Mystery|Romance|IMAX,harry potter and the half-blood prince adventure fantasy mystery romance imax
69951,"Imaginarium of Doctor Parnassus, The (2009)","imaginarium of doctor parnassus, the",2009,Drama|Fantasy,"imaginarium of doctor parnassus, the drama fantasy"
70183,"Ugly Truth, The (2009)","ugly truth, the",2009,Comedy|Drama|Romance,"ugly truth, the comedy drama romance"
70286,District 9 (2009),district 9,2009,Mystery|Sci-Fi|Thriller,district 9 mystery sci-fi thriller
70293,Julie & Julia (2009),julie & julia,2009,Comedy|Drama|Romance,julie & julia comedy drama romance
70336,G.I. Joe: The Rise of Cobra (2009),g.i. joe: the rise of cobra,2009,Action|Adventure|Sci-Fi|Thriller,g.i. joe: the rise of cobra action adventure sci-fi thriller
70599,"Time Traveler's Wife, The (2009)","time traveler's wife, the",2009,Drama|Romance|Sci-Fi,"time traveler's wife, the drama romance sci-fi"
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)","secret in their eyes, the (el secreto de sus ojos)",2009,Crime|Drama|Mystery|Romance|Thriller,"secret in their eyes, the (el secreto de sus ojos) crime drama mystery romance thriller"
71057,9 (2009),9,2009,Adventure|Animation|Sci-Fi,9 adventure animation sci-fi
71106,Frequently Asked Questions About Time Travel (2009),frequently asked questions about time travel,2009,Comedy|Sci-Fi,frequently asked questions about time travel comedy sci-fi
71135,Pandorum (2009),pandorum,2009,Horror|Sci-Fi|Thriller,pandorum horror sci-fi thriller
71156,"Men Who Stare at Goats, The (2009)","men who stare at goats, the",2009,Action|Comedy|Drama,"men who stare at goats, the action comedy drama"
71254,Gamer (2009),gamer,2009,Action|Sci-Fi|Thriller,gamer action sci-fi thriller
71264,Cloudy with a Chance of Meatballs (2009),cloudy with a chance of meatballs,2009,Animation|Children|Fantasy|IMAX,cloudy with a chance of meatballs animation children fantasy imax
71282,"Food, Inc. (2008)","food, inc.",2008,Documentary,"food, inc. documentary"
71379,Paranormal Activity (2009),paranormal activity,2009,Horror|Thriller,paranormal activity horror thriller
71464,"Serious Man, A (2009)","serious man, a",2009,Comedy|Drama,"serious man, a comedy drama"
71518,Whip It (2009),whip it,2009,Comedy|Drama,whip it comedy drama
71520,"Invention of Lying, The (2009)","invention of lying, the",2009,Comedy,"invention of lying, the comedy"
71530,Surrogates (2009),surrogates,2009,Action|Sci-Fi|Thriller,surrogates action sci-fi thriller
71535,Zombieland (2009),zombieland,2009,Action|Comedy|Horror,zombieland action comedy horror
71579,"Education, An (2009)","education, an",2009,Drama|Romance,"education, an drama romance"
71745,Where the Wild Things Are (2009),where the wild things are,2009,Adventure|Children|Drama|Fantasy|IMAX,where the wild things are adventure children drama fantasy imax
71838,Law Abiding Citizen (2009),law abiding citizen,2009,Drama|Thriller,law abiding citizen drama thriller
71899,Mary and Max (2009),mary and max,2009,Animation|Comedy|Drama,mary and max animation comedy drama
72011,Up in the Air (2009),up in the air,2009,Drama|Romance,up in the air drama romance
72226,Fantastic Mr. Fox (2009),fantastic mr. fox,2009,Adventure|Animation|Children|Comedy|Crime,fantastic mr. fox adventure animation children comedy crime
72378,2012 (2009),2012,2009,Action|Drama|Sci-Fi|Thriller,2012 action drama sci-fi thriller
72407,"Twilight Saga: New Moon, The (2009)","twilight saga: new moon, the",2009,Drama|Fantasy|Horror|Romance|Thriller,"twilight saga: new moon, the drama fantasy horror romance thriller"
72605,Brothers (2009),brothers,2009,Drama|Thriller|War,brothers drama thriller war
72641,"Blind Side, The  (2009)","blind side, the",2009,Drama,"blind side, the drama"
72733,Invictus (2009),invictus,2009,Drama,invictus drama
72737,"Princess and the Frog, The (2009)","princess and the frog, the",2009,Animation|Children|Fantasy|Musical|Romance,"princess and the frog, the animation children fantasy musical romance"
72998,Avatar (2009),avatar,2009,Action|Adventure|Sci-Fi|IMAX,avatar action adventure sci-fi imax
73017,Sherlock Holmes (2009),sherlock holmes,2009,Action|Crime|Mystery|Thriller,sherlock holmes action crime mystery thriller
73023,Crazy Heart (2009),crazy heart,2009,Drama|Romance,crazy heart drama romance
73266,Youth in Revolt (2009),youth in revolt,2009,Comedy|Drama|Romance,youth in revolt comedy drama romance
73268,Daybreakers (2010),daybreakers,2010,Action|Drama|Horror|Thriller,daybreakers action drama horror thriller
73319,Leap Year (2010),leap year,2010,Comedy|Romance,leap year comedy romance
73321,"Book of Eli, The (2010)","book of eli, the",2010,Action|Adventure|Drama,"book of eli, the action adventure drama"
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)","girl who kicked the hornet's nest, the (luftslottet som sprängdes)",2009,Action|Crime|Mystery,"girl who kicked the hornet's nest, the (luftslottet som sprängdes) action crime mystery"
74458,Shutter Island (2010),shutter island,2010,Drama|Mystery|Thriller,shutter island drama mystery thriller
74530,Percy Jackson & the Olympians: The Lightning Thief (2010),percy jackson & the olympians: the lightning thief,2010,Adventure|Fantasy,percy jackson & the olympians: the lightning thief adventure fantasy
74532,Cop Out (2010),cop out,2010,Action|Comedy|Crime,cop out action comedy crime
74545,"Ghost Writer, The (2010)","ghost writer, the",2010,Drama|Mystery|Thriller,"ghost writer, the drama mystery thriller"
74789,Alice in Wonderland (2010),alice in wonderland,2010,Adventure|Fantasy|IMAX,alice in wonderland adventure fantasy imax
74795,Green Zone (2010),green zone,2010,Action|Drama|Thriller|War,green zone action drama thriller war
74868,Dorian Gray (2009),dorian gray,2009,Drama|Horror|Sci-Fi,dorian gray drama horror sci-fi
74946,She's Out of My League (2010),she's out of my league,2010,Comedy,she's out of my league comedy
75805,"Bounty Hunter, The (2010)","bounty hunter, the",2010,Action|Comedy|Romance,"bounty hunter, the action comedy romance"
75985,Repo Men (2010),repo men,2010,Action|Sci-Fi|Thriller,repo men action sci-fi thriller
76077,Hot Tub Time Machine (2010),hot tub time machine,2010,Comedy|Sci-Fi,hot tub time machine comedy sci-fi
76093,How to Train Your Dragon (2010),how to train your dragon,2010,Adventure|Animation|Children|Fantasy|IMAX,how to train your dragon adventure animation children fantasy imax
76175,Clash of the Titans (2010),clash of the titans,2010,Action|Adventure|Drama|Fantasy,clash of the titans action adventure drama fantasy
76251,Kick-Ass (2010),kick-ass,2010,Action|Comedy,kick-ass action comedy
76293,Date Night (2010),date night,2010,Action|Comedy|Romance,date night action comedy romance
77455,Exit Through the Gift Shop (2010),exit through the gift shop,2010,Comedy|Documentary,exit through the gift shop comedy documentary
77561,Iron Man 2 (2010),iron man 2,2010,Action|Adventure|Sci-Fi|Thriller|IMAX,iron man 2 action adventure sci-fi thriller imax
77800,Four Lions (2010),four lions,2010,Comedy|Drama,four lions comedy drama
77866,Robin Hood (2010),robin hood,2010,Action|Adventure|Drama|Romance|War,robin hood action adventure drama romance war
78039,Blue Valentine (2010),blue valentine,2010,Drama|Romance,blue valentine drama romance
78105,Prince of Persia: The Sands of Time (2010),prince of persia: the sands of time,2010,Action|Adventure|Fantasy|Romance|IMAX,prince of persia: the sands of time action adventure fantasy romance imax
78209,Get Him to the Greek (2010),get him to the greek,2010,Comedy,get him to the greek comedy
78349,Exam (2009),exam,2009,Mystery|Thriller,exam mystery thriller
78469,"A-Team, The (2010)","a-team, the",2010,Action|Comedy|Thriller,"a-team, the action comedy thriller"
78499,Toy Story 3 (2010),toy story 3,2010,Adventure|Animation|Children|Comedy|Fantasy|IMAX,toy story 3 adventure animation children comedy fantasy imax
78574,Winter's Bone (2010),winter's bone,2010,Drama|Thriller,winter's bone drama thriller
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),shrek forever after (a.k.a. shrek: the final chapter),2010,Adventure|Animation|Children|Comedy|Fantasy|IMAX,shrek forever after (a.k.a. shrek: the final chapter) adventure animation children comedy fantasy imax
78772,"Twilight Saga: Eclipse, The (2010)","twilight saga: eclipse, the",2010,Fantasy|Romance|Thriller|IMAX,"twilight saga: eclipse, the fantasy romance thriller imax"
78893,"Last Airbender, The (2010)","last airbender, the",2010,Action|Adventure|Fantasy,"last airbender, the action adventure fantasy"
79008,South Park: Imaginationland (2008),south park: imaginationland,2008,Animation|Comedy|Fantasy,south park: imaginationland animation comedy fantasy
79057,Predators (2010),predators,2010,Action|Sci-Fi|Thriller,predators action sci-fi thriller
79091,Despicable Me (2010),despicable me,2010,Animation|Children|Comedy|Crime,despicable me animation children comedy crime
79132,Inception (2010),inception,2010,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,inception action crime drama mystery sci-fi thriller imax
79134,Grown Ups (2010),grown ups,2010,Comedy,grown ups comedy
79139,"Sorcerer's Apprentice, The (2010)","sorcerer's apprentice, the",2010,Action|Adventure|Children|Comedy|Fantasy,"sorcerer's apprentice, the action adventure children comedy fantasy"
79185,Knight and Day (2010),knight and day,2010,Action|Comedy|Romance,knight and day action comedy romance
79224,"Karate Kid, The (2010)","karate kid, the",2010,Action|Children|Drama,"karate kid, the action children drama"
79242,"Kids Are All Right, The (2010)","kids are all right, the",2010,Comedy|Drama,"kids are all right, the comedy drama"
79293,Salt (2010),salt,2010,Action|Thriller,salt action thriller
79357,Mr. Nobody (2009),mr. nobody,2009,Drama|Fantasy|Romance|Sci-Fi,mr. nobody drama fantasy romance sci-fi
79428,Dinner for Schmucks (2010),dinner for schmucks,2010,Comedy,dinner for schmucks comedy
79553,Ip Man 2 (2010),ip man 2,2010,Action,ip man 2 action
79592,"Other Guys, The (2010)","other guys, the",2010,Action|Comedy,"other guys, the action comedy"
79695,"Expendables, The (2010)","expendables, the",2010,Action|Adventure|Thriller,"expendables, the action adventure thriller"
79702,Scott Pilgrim vs. the World (2010),scott pilgrim vs. the world,2010,Action|Comedy|Fantasy|Musical|Romance,scott pilgrim vs. the world action comedy fantasy musical romance
80166,"Switch, The (2010)","switch, the",2010,Comedy|Romance,"switch, the comedy romance"
80219,Machete (2010),machete,2010,Action|Adventure|Comedy|Crime|Thriller,machete action adventure comedy crime thriller
80363,Resident Evil: Afterlife (2010),resident evil: afterlife,2010,Action|Horror|Sci-Fi|Thriller|IMAX,resident evil: afterlife action horror sci-fi thriller imax
80463,"Social Network, The (2010)","social network, the",2010,Drama,"social network, the drama"
80489,"Town, The (2010)","town, the",2010,Crime|Drama|Thriller,"town, the crime drama thriller"
80549,Easy A (2010),easy a,2010,Comedy|Romance,easy a comedy romance
80693,It's Kind of a Funny Story (2010),it's kind of a funny story,2010,Comedy|Drama,it's kind of a funny story comedy drama
80831,Let Me In (2010),let me in,2010,Drama|Horror|Mystery,let me in drama horror mystery
80860,Life as We Know It (2010),life as we know it,2010,Comedy|Romance,life as we know it comedy romance
80906,Inside Job (2010),inside job,2010,Documentary,inside job documentary
81156,Jackass 3D (2010),jackass 3d,2010,Action|Comedy|Documentary,jackass 3d action comedy documentary
81229,Red (2010),red,2010,Action|Comedy,red action comedy
81417,Paranormal Activity 2 (2010),paranormal activity 2,2010,Horror|IMAX,paranormal activity 2 horror imax
81537,Due Date (2010),due date,2010,Comedy,due date comedy
81562,127 Hours (2010),127 hours,2010,Adventure|Drama|Thriller,127 hours adventure drama thriller
81564,Megamind (2010),megamind,2010,Action|Animation|Children|Comedy|Sci-Fi|IMAX,megamind action animation children comedy sci-fi imax
81591,Black Swan (2010),black swan,2010,Drama|Thriller,black swan drama thriller
81782,Unstoppable (2010),unstoppable,2010,Action|Drama|Thriller,unstoppable action drama thriller
81784,Morning Glory (2010),morning glory,2010,Comedy|Drama|Romance,morning glory comedy drama romance
81788,"Next Three Days, The (2010)","next three days, the",2010,Crime|Drama|Romance|Thriller,"next three days, the crime drama romance thriller"
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),harry potter and the deathly hallows: part 1,2010,Action|Adventure|Fantasy|IMAX,harry potter and the deathly hallows: part 1 action adventure fantasy imax
81845,"King's Speech, The (2010)","king's speech, the",2010,Drama,"king's speech, the drama"
81847,Tangled (2010),tangled,2010,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,tangled animation children comedy fantasy musical romance imax
81932,"Fighter, The (2010)","fighter, the",2010,Drama,"fighter, the drama"
82167,Love and Other Drugs (2010),love and other drugs,2010,Comedy|Drama|Romance,love and other drugs comedy drama romance
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)","chronicles of narnia: the voyage of the dawn treader, the",2010,Adventure|Children|Fantasy,"chronicles of narnia: the voyage of the dawn treader, the adventure children fantasy"
82202,"Tourist, The (2010)","tourist, the",2010,Drama|Thriller,"tourist, the drama thriller"
82459,True Grit (2010),true grit,2010,Western,true grit western
82461,Tron: Legacy (2010),tron: legacy,2010,Action|Adventure|Sci-Fi|IMAX,tron: legacy action adventure sci-fi imax
82852,Little Fockers (2010),little fockers,2010,Comedy,little fockers comedy
82854,Gulliver's Travels (2010),gulliver's travels,2010,Adventure|Comedy|Fantasy,gulliver's travels adventure comedy fantasy
83134,Tucker & Dale vs Evil (2010),tucker & dale vs evil,2010,Comedy|Horror,tucker & dale vs evil comedy horror
83349,"Green Hornet, The (2011)","green hornet, the",2011,Action|Comedy|Crime|Fantasy|Thriller|IMAX,"green hornet, the action comedy crime fantasy thriller imax"
83613,Cowboys & Aliens (2011),cowboys & aliens,2011,Action|Sci-Fi|Thriller|Western|IMAX,cowboys & aliens action sci-fi thriller western imax
83803,Day & Night (2010),day & night,2010,Animation|Children,day & night animation children
84152,Limitless (2011),limitless,2011,Sci-Fi|Thriller,limitless sci-fi thriller
84374,No Strings Attached (2011),no strings attached,2011,Comedy|Romance,no strings attached comedy romance
84392,"Lincoln Lawyer, The (2011)","lincoln lawyer, the",2011,Crime|Drama|Thriller,"lincoln lawyer, the crime drama thriller"
84601,Unknown (2011),unknown,2011,Drama|Mystery|Thriller,unknown drama mystery thriller
84772,Paul (2011),paul,2011,Adventure|Comedy|Sci-Fi,paul adventure comedy sci-fi
84944,Rango (2011),rango,2011,Action|Adventure|Animation|Children|Comedy|Western,rango action adventure animation children comedy western
84954,"Adjustment Bureau, The (2011)","adjustment bureau, the",2011,Romance|Sci-Fi|Thriller,"adjustment bureau, the romance sci-fi thriller"
85056,I Am Number Four (2011),i am number four,2011,Action|Sci-Fi|Thriller|IMAX,i am number four action sci-fi thriller imax
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),elite squad: the enemy within (tropa de elite 2 - o inimigo agora é outro),2010,Action|Crime|Drama,elite squad: the enemy within (tropa de elite 2 - o inimigo agora é outro) action crime drama
85367,Just Go with It (2011),just go with it,2011,Comedy|Romance,just go with it comedy romance
85401,Super (2010),super,2010,Action|Comedy|Drama,super action comedy drama
85414,Source Code (2011),source code,2011,Action|Drama|Mystery|Sci-Fi|Thriller,source code action drama mystery sci-fi thriller
85510,Sucker Punch (2011),sucker punch,2011,Action|Fantasy|Thriller|IMAX,sucker punch action fantasy thriller imax
85774,Senna (2010),senna,2010,Documentary,senna documentary
85780,Family Guy Presents: It's a Trap (2010),family guy presents: it's a trap,2010,Animation|Comedy|Sci-Fi,family guy presents: it's a trap animation comedy sci-fi
85881,Win Win (2011),win win,2011,Comedy|Drama,win win comedy drama
86190,Hanna (2011),hanna,2011,Action|Adventure|Mystery|Thriller,hanna action adventure mystery thriller
86293,Arthur (2011),arthur,2011,Comedy,arthur comedy
86298,Rio (2011),rio,2011,Adventure|Animation|Children|Comedy,rio adventure animation children comedy
86320,Melancholia (2011),melancholia,2011,Drama|Sci-Fi,melancholia drama sci-fi
86332,Thor (2011),thor,2011,Action|Adventure|Drama|Fantasy|IMAX,thor action adventure drama fantasy imax
86345,Louis C.K.: Hilarious (2010),louis c.k.: hilarious,2010,Comedy,louis c.k.: hilarious comedy
86347,Louis C.K.: Chewed Up (2008),louis c.k.: chewed up,2008,Comedy,louis c.k.: chewed up comedy
86377,Louis C.K.: Shameless (2007),louis c.k.: shameless,2007,Comedy,louis c.k.: shameless comedy
86504,Voices from the List (2004),voices from the list,2004,Documentary,voices from the list documentary
86644,"Fast Five (Fast and the Furious 5, The) (2011)","fast five (fast and the furious 5, the)",2011,Action|Crime|Drama|Thriller|IMAX,"fast five (fast and the furious 5, the) action crime drama thriller imax"
86781,Incendies (2010),incendies,2010,Drama|Mystery|War,incendies drama mystery war
86833,Bridesmaids (2011),bridesmaids,2011,Comedy,bridesmaids comedy
86880,Pirates of the Caribbean: On Stranger Tides (2011),pirates of the caribbean: on stranger tides,2011,Action|Adventure|Fantasy|IMAX,pirates of the caribbean: on stranger tides action adventure fantasy imax
86882,Midnight in Paris (2011),midnight in paris,2011,Comedy|Fantasy|Romance,midnight in paris comedy fantasy romance
86911,"Hangover Part II, The (2011)","hangover part ii, the",2011,Comedy,"hangover part ii, the comedy"
87192,Attack the Block (2011),attack the block,2011,Action|Comedy|Sci-Fi,attack the block action comedy sci-fi
87222,Kung Fu Panda 2 (2011),kung fu panda 2,2011,Action|Adventure|Animation|Children|Comedy|IMAX,kung fu panda 2 action adventure animation children comedy imax
87232,X-Men: First Class (2011),x-men: first class,2011,Action|Adventure|Sci-Fi|Thriller|War,x-men: first class action adventure sci-fi thriller war
87306,Super 8 (2011),super 8,2011,Mystery|Sci-Fi|Thriller|IMAX,super 8 mystery sci-fi thriller imax
87430,Green Lantern (2011),green lantern,2011,Action|Adventure|Sci-Fi,green lantern action adventure sci-fi
87483,Mr. Popper's Penguins (2011),mr. popper's penguins,2011,Comedy,mr. popper's penguins comedy
87485,Bad Teacher (2011),bad teacher,2011,Comedy,bad teacher comedy
87520,Transformers: Dark of the Moon (2011),transformers: dark of the moon,2011,Action|Adventure|Sci-Fi|War|IMAX,transformers: dark of the moon action adventure sci-fi war imax
87529,Your Highness (2011),your highness,2011,Action|Adventure|Comedy|Fantasy,your highness action adventure comedy fantasy
87869,Horrible Bosses (2011),horrible bosses,2011,Comedy|Crime,horrible bosses comedy crime
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),harry potter and the deathly hallows: part 2,2011,Action|Adventure|Drama|Fantasy|Mystery|IMAX,harry potter and the deathly hallows: part 2 action adventure drama fantasy mystery imax
88129,Drive (2011),drive,2011,Crime|Drama|Film-Noir|Thriller,drive crime drama film-noir thriller
88140,Captain America: The First Avenger (2011),captain america: the first avenger,2011,Action|Adventure|Sci-Fi|Thriller|War,captain america: the first avenger action adventure sci-fi thriller war
88163,"Crazy, Stupid, Love. (2011)","crazy, stupid, love.",2011,Comedy|Drama|Romance,"crazy, stupid, love. comedy drama romance"
88405,Friends with Benefits (2011),friends with benefits,2011,Comedy|Romance,friends with benefits comedy romance
88744,Rise of the Planet of the Apes (2011),rise of the planet of the apes,2011,Action|Drama|Sci-Fi|Thriller,rise of the planet of the apes action drama sci-fi thriller
88785,"Change-Up, The (2011)","change-up, the",2011,Comedy,"change-up, the comedy"
88810,"Help, The (2011)","help, the",2011,Drama,"help, the drama"
88812,30 Minutes or Less (2011),30 minutes or less,2011,Action|Comedy|Crime,30 minutes or less action comedy crime
89087,Colombiana (2011),colombiana,2011,Action|Adventure|Drama|Thriller,colombiana action adventure drama thriller
89470,Contagion (2011),contagion,2011,Sci-Fi|Thriller|IMAX,contagion sci-fi thriller imax
89492,Moneyball (2011),moneyball,2011,Drama,moneyball drama
89745,"Avengers, The (2012)","avengers, the",2012,Action|Adventure|Sci-Fi|IMAX,"avengers, the action adventure sci-fi imax"
89753,Tinker Tailor Soldier Spy (2011),tinker tailor soldier spy,2011,Drama|Film-Noir|Thriller,tinker tailor soldier spy drama film-noir thriller
89774,Warrior (2011),warrior,2011,Drama,warrior drama
89804,"Ides of March, The (2011)","ides of march, the",2011,Drama,"ides of march, the drama"
89864,50/50 (2011),50/50,2011,Comedy|Drama,50/50 comedy drama
89904,The Artist (2011),the artist,2011,Comedy|Drama|Romance,the artist comedy drama romance
90249,Real Steel (2011),real steel,2011,Action|Drama|Sci-Fi|IMAX,real steel action drama sci-fi imax
90405,In Time (2011),in time,2011,Crime|Sci-Fi|Thriller,in time crime sci-fi thriller
90439,Margin Call (2011),margin call,2011,Drama|Thriller,margin call drama thriller
90522,Johnny English Reborn (2011),johnny english reborn,2011,Adventure|Comedy|Thriller,johnny english reborn adventure comedy thriller
90600,Headhunters (Hodejegerne) (2011),headhunters (hodejegerne),2011,Action|Crime|Thriller,headhunters (hodejegerne) action crime thriller
90647,Puss in Boots (2011),puss in boots,2011,Adventure|Animation|Comedy|Fantasy|IMAX,puss in boots adventure animation comedy fantasy imax
90746,"Adventures of Tintin, The (2011)","adventures of tintin, the",2011,Action|Animation|Mystery|IMAX,"adventures of tintin, the action animation mystery imax"
90866,Hugo (2011),hugo,2011,Children|Drama|Mystery,hugo children drama mystery
90890,Jack and Jill (2011),jack and jill,2011,Comedy,jack and jill comedy
91077,"Descendants, The (2011)","descendants, the",2011,Comedy|Drama,"descendants, the comedy drama"
91094,"Muppets, The (2011)","muppets, the",2011,Children|Comedy|Musical,"muppets, the children comedy musical"
91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)","twilight saga: breaking dawn - part 1, the",2011,Adventure|Drama|Fantasy|Romance,"twilight saga: breaking dawn - part 1, the adventure drama fantasy romance"
91128,"Rum Diary, The (2011)","rum diary, the",2011,Comedy|Drama|Thriller,"rum diary, the comedy drama thriller"
91323,"Sitter, The (2011)","sitter, the",2011,Comedy,"sitter, the comedy"
91485,"Expendables 2, The (2012)","expendables 2, the",2012,Action|Adventure,"expendables 2, the action adventure"
91500,The Hunger Games (2012),the hunger games,2012,Action|Adventure|Drama|Sci-Fi|Thriller,the hunger games action adventure drama sci-fi thriller
91529,"Dark Knight Rises, The (2012)","dark knight rises, the",2012,Action|Adventure|Crime|IMAX,"dark knight rises, the action adventure crime imax"
91535,"Bourne Legacy, The (2012)","bourne legacy, the",2012,Action|Adventure|Drama|Thriller|IMAX,"bourne legacy, the action adventure drama thriller imax"
91542,Sherlock Holmes: A Game of Shadows (2011),sherlock holmes: a game of shadows,2011,Action|Adventure|Comedy|Crime|Mystery|Thriller,sherlock holmes: a game of shadows action adventure comedy crime mystery thriller
91630,Mission: Impossible - Ghost Protocol (2011),mission: impossible - ghost protocol,2011,Action|Adventure|Thriller|IMAX,mission: impossible - ghost protocol action adventure thriller imax
91653,We Bought a Zoo (2011),we bought a zoo,2011,Comedy|Drama,we bought a zoo comedy drama
91658,"Girl with the Dragon Tattoo, The (2011)","girl with the dragon tattoo, the",2011,Drama|Thriller,"girl with the dragon tattoo, the drama thriller"
91974,Underworld: Awakening (2012),underworld: awakening,2012,Action|Fantasy|Horror|IMAX,underworld: awakening action fantasy horror imax
91976,"Grey, The (2012)","grey, the",2012,Action|Drama,"grey, the action drama"
92259,Intouchables (2011),intouchables,2011,Comedy|Drama,intouchables comedy drama
92420,Chronicle (2012),chronicle,2012,Action|Sci-Fi|Thriller,chronicle action sci-fi thriller
92535,Louis C.K.: Live at the Beacon Theater (2011),louis c.k.: live at the beacon theater,2011,Comedy,louis c.k.: live at the beacon theater comedy
92938,Ghost Rider: Spirit of Vengeance (2012),ghost rider: spirit of vengeance,2012,Action|Fantasy|Thriller,ghost rider: spirit of vengeance action fantasy thriller
93270,Project X (2012),project x,2012,Comedy,project x comedy
93272,Dr. Seuss' The Lorax (2012),dr. seuss' the lorax,2012,Animation|Fantasy|Musical|IMAX,dr. seuss' the lorax animation fantasy musical imax
93326,This Means War (2012),this means war,2012,Action|Comedy|Romance,this means war action comedy romance
93363,John Carter (2012),john carter,2012,Action|Adventure|Sci-Fi|IMAX,john carter action adventure sci-fi imax
93510,21 Jump Street (2012),21 jump street,2012,Action|Comedy|Crime,21 jump street action comedy crime
93721,Jiro Dreams of Sushi (2011),jiro dreams of sushi,2011,Documentary,jiro dreams of sushi documentary
93838,The Raid: Redemption (2011),the raid: redemption,2011,Action|Crime,the raid: redemption action crime
93840,"Cabin in the Woods, The (2012)","cabin in the woods, the",2012,Comedy|Horror|Sci-Fi|Thriller,"cabin in the woods, the comedy horror sci-fi thriller"
94478,Dark Shadows (2012),dark shadows,2012,Comedy|Horror|IMAX,dark shadows comedy horror imax
94677,"Dictator, The (2012)","dictator, the",2012,Comedy,"dictator, the comedy"
94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),men in black iii (m.iii.b.) (m.i.b.³),2012,Action|Comedy|Sci-Fi|IMAX,men in black iii (m.iii.b.) (m.i.b.³) action comedy sci-fi imax
94780,Snow White and the Huntsman (2012),snow white and the huntsman,2012,Action|Adventure|Drama,snow white and the huntsman action adventure drama
94864,Prometheus (2012),prometheus,2012,Action|Horror|Sci-Fi|IMAX,prometheus action horror sci-fi imax
94953,Wanderlust (2012),wanderlust,2012,Comedy,wanderlust comedy
94959,Moonrise Kingdom (2012),moonrise kingdom,2012,Comedy|Drama|Romance,moonrise kingdom comedy drama romance
95088,Safety Not Guaranteed (2012),safety not guaranteed,2012,Comedy|Drama,safety not guaranteed comedy drama
95105,Madagascar 3: Europe's Most Wanted (2012),madagascar 3: europe's most wanted,2012,Adventure|Animation|Children|Comedy|IMAX,madagascar 3: europe's most wanted adventure animation children comedy imax
95167,Brave (2012),brave,2012,Action|Adventure|Animation|Children,brave action adventure animation children
95207,Abraham Lincoln: Vampire Hunter (2012),abraham lincoln: vampire hunter,2012,Action|Fantasy|Horror|Thriller,abraham lincoln: vampire hunter action fantasy horror thriller
95441,Ted (2012),ted,2012,Comedy|Fantasy,ted comedy fantasy
95449,Magic Mike (2012),magic mike,2012,Drama|Romance,magic mike drama romance
95510,"Amazing Spider-Man, The (2012)","amazing spider-man, the",2012,Action|Adventure|Sci-Fi|IMAX,"amazing spider-man, the action adventure sci-fi imax"
95543,Ice Age 4: Continental Drift (2012),ice age 4: continental drift,2012,Adventure|Animation|Comedy,ice age 4: continental drift adventure animation comedy
95558,Beasts of the Southern Wild (2012),beasts of the southern wild,2012,Drama|Fantasy,beasts of the southern wild drama fantasy
95720,"Watch, The (2012)","watch, the",2012,Comedy|Sci-Fi,"watch, the comedy sci-fi"
95858,For the Birds (2000),for the birds,2000,Animation|Children|Comedy,for the birds animation children comedy
95875,Total Recall (2012),total recall,2012,Action|Sci-Fi|Thriller,total recall action sci-fi thriller
96079,Skyfall (2012),skyfall,2012,Action|Adventure|Thriller|IMAX,skyfall action adventure thriller imax
